customer_id,signup_date,age,gender,annual_income,education,marital_status,dependents,tenure,contract,payment_method,paperless_billing,senior_citizen,monthlycharges,totalcharges,num_services,has_phone_service,has_internet_service,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,customer_satisfaction,num_complaints,num_service_calls,late_payments,avg_monthly_gb,days_since_last_interaction,credit_score,churn
CUST0000200720,54:00.5,42,Female,20000,phd,single,0,2,one_year,electronic_check,No,1,114.11,212.41,3,1,1,0,1,0,1,1,1,7,0,1,1,36.11,27,597,0
CUST0000058163,53:58.5,65,Other,53278.86,master,single,0,52,one_year,bank_transfer,Yes,1,97.15,5536.11,3,1,1,0,0,0,1,0,0,8,1,3,0,12.95,69,650,0
CUST0000134777,53:59.5,33,Male,70707.33,bachelor,divorced,0,42,two_year,credit_card,Yes,0,84.97,3289.22,1,0,1,1,1,1,0,0,1,7,3,3,0,16.31,162,529,0
CUST0000340563,54:01.9,38,Female,40653.48,college,single,0,27,two_year,credit_card,No,1,76.72,2077.54,1,1,1,0,1,0,0,1,0,9,1,2,0,42.06,33,799,0
CUST0000367294,54:02.1,64,Male,37686.99,college,married,1,13,one_year,bank_transfer,No,1,58.61,756.32,2,1,0,0,0,0,0,0,1,1,0,1,0,0,31,734,0
CUST0000369238,54:02.1,39,Female,51343.98,phd,married,0,72,one_year,bank_transfer,Yes,0,85.98,6738.53,3,1,1,0,1,1,0,1,1,3,1,4,2,13.57,65,850,1
CUST0000393136,54:02.2,18,Male,72630,high_school,married,0,49,one_year,mailed_check,Yes,0,104.15,5538.75,2,1,1,0,1,0,0,0,1,9,2,1,0,16.34,24,571,0
CUST0000589216,54:04.6,58,Male,48985.3,high_school,divorced,0,51,two_year,bank_transfer,No,0,62.81,3419.45,2,0,0,0,0,0,1,1,1,8,0,0,0,0,45,850,0
CUST0000222712,54:00.6,34,Female,51970.53,bachelor,married,0,17,one_year,electronic_check,No,0,99.69,1699.91,1,1,1,0,0,1,1,1,0,7,1,2,0,13.41,42,459,1
CUST0000344302,54:01.9,63,Male,34551.52,master,single,0,7,one_year,bank_transfer,Yes,0,61.89,472.88,4,1,0,0,0,0,0,1,1,8,0,1,0,0,5,686,0
CUST0000681197,54:05.7,21,Female,34034.78,phd,married,0,29,one_year,credit_card,Yes,1,69.38,2159.8,1,0,1,0,1,0,1,1,1,6,0,1,1,53.49,4,776,0
CUST0000606540,54:05.3,19,Male,85653.64,bachelor,widowed,0,9,two_year,mailed_check,Yes,0,81.79,763.87,3,1,1,0,0,0,1,0,1,7,0,1,1,61.47,114,767,0
CUST0000255570,54:00.8,42,Male,22950.69,college,widowed,1,25,month_to_month,credit_card,Yes,0,73.67,1351.3,1,0,1,0,1,0,1,1,0,8,0,1,0,42.55,6,751,0
CUST0000472005,54:03.3,41,Female,23797.12,bachelor,single,2,16,one_year,bank_transfer,No,0,84.18,961.61,3,1,1,1,0,0,1,0,1,9,0,5,0,42.01,43,614,1
CUST0000377377,54:02.1,71,Female,20000,bachelor,divorced,0,38,two_year,credit_card,No,0,80.48,3216.59,3,0,1,1,1,0,1,1,0,5,3,3,0,50.8,57,618,0
CUST0000522273,54:04.2,47,Female,93446.27,college,single,1,19,two_year,credit_card,Yes,1,109.51,1967.85,3,1,1,1,0,0,1,1,1,5,2,1,2,47.48,102,734,0
CUST0000454677,54:03.2,60,Female,77457.22,college,married,1,4,one_year,credit_card,Yes,0,75.28,302.99,4,1,1,0,0,1,1,1,1,9,1,2,0,34.31,15,536,1
CUST0000482722,54:03.3,35,Female,160288.58,bachelor,divorced,3,33,one_year,bank_transfer,No,1,97.89,3268.94,3,1,1,0,1,0,1,1,0,9,0,1,1,13.35,71,691,0
CUST0000383277,54:02.2,38,Female,66294.82,bachelor,married,1,4,one_year,mailed_check,Yes,1,96.49,366.78,2,0,1,0,1,0,1,1,1,9,1,3,0,37.13,43,581,0
CUST0000228390,54:00.7,45,Male,66201.28,college,single,2,38,one_year,bank_transfer,Yes,0,98.18,2585.68,4,1,1,0,1,0,1,0,1,6,4,7,1,15.89,79,740,0
CUST0000353622,54:02.0,49,Female,35745.32,high_school,single,2,1,two_year,mailed_check,Yes,0,56.29,56.23,1,0,1,0,0,0,1,1,0,9,0,0,0,67.25,105,616,0
CUST0000166944,53:59.7,24,Male,,master,single,1,15,one_year,credit_card,Yes,0,59.8,939.84,1,1,1,0,0,0,0,1,1,5,0,2,0,92.7,71,840,0
CUST0000004045,53:58.2,67,Male,49987.9,master,single,1,50,month_to_month,credit_card,Yes,0,74.56,2580.25,2,1,1,0,1,0,0,0,1,9,1,5,0,39.86,17,662,0
CUST0000489092,54:03.4,58,Male,51451.36,high_school,married,1,32,one_year,credit_card,Yes,0,41.72,1022.68,1,1,0,0,0,0,1,0,1,3,0,2,1,0,240,610,0
CUST0000550179,54:04.3,65,Female,82063.93,high_school,married,1,5,two_year,electronic_check,Yes,0,140.58,647.11,6,1,1,1,1,0,1,1,1,8,0,3,0,41.94,47,850,0
CUST0000444330,54:03.1,18,Male,41644.71,college,single,0,16,one_year,credit_card,Yes,1,66.27,1056.67,3,1,0,0,0,0,0,0,1,8,1,3,0,0,9,736,0
CUST0000177594,53:59.8,39,Female,32154.5,college,divorced,4,15,one_year,credit_card,No,0,75.52,1094.9,2,1,1,0,0,0,1,1,1,5,0,1,2,47.57,27,741,0
CUST0000276885,54:01.0,49,Female,54609.13,college,married,0,56,two_year,credit_card,Yes,0,72.71,3995.86,3,1,1,1,0,1,0,0,1,8,0,3,0,102.55,13,733,0
CUST0000194275,53:59.9,26,Male,85670.34,bachelor,single,1,17,one_year,electronic_check,Yes,0,107.06,1752.71,4,1,1,0,0,1,1,1,1,3,2,1,0,36.78,2,850,0
CUST0000218880,54:00.6,51,Male,56201.83,master,single,3,38,two_year,mailed_check,Yes,1,111.92,4470.36,4,1,1,0,0,0,0,0,0,9,0,0,0,118.84,5,801,0
CUST0000558753,54:04.4,18,Male,66249.2,bachelor,married,0,17,two_year,bank_transfer,No,0,82.95,1373.47,2,0,1,1,0,0,0,0,1,3,2,2,2,11.07,12,681,0
CUST0000623172,54:05.4,21,Female,37748.29,master,divorced,0,11,one_year,electronic_check,No,0,121.07,1328,2,1,1,0,1,1,1,1,1,8,0,1,0,9.09,81,583,0
CUST0000604235,54:05.3,53,Male,20000,college,married,1,3,one_year,bank_transfer,Yes,1,110.88,342.15,3,1,1,1,0,1,0,1,0,7,0,0,0,30.1,63,695,0
CUST0000687674,54:05.8,57,Female,58824.23,bachelor,married,3,40,one_year,credit_card,Yes,0,109.26,4497.01,3,1,1,1,0,0,1,1,1,8,0,1,1,24.3,29,510,0
CUST0000027406,53:58.4,53,Male,51990.23,college,divorced,1,10,two_year,credit_card,Yes,0,88.76,594.76,3,1,1,1,0,1,1,0,0,4,1,4,1,63.6,4,850,0
CUST0000336552,54:01.9,44,Other,22188.48,bachelor,single,1,6,two_year,bank_transfer,Yes,0,90.51,557.89,2,0,1,0,0,0,1,0,1,8,0,3,0,12.22,81,733,0
CUST0000375136,54:02.1,51,Female,20000,high_school,married,0,72,two_year,mailed_check,Yes,0,79.46,5379.89,3,0,0,0,0,0,0,0,1,7,0,3,1,0,79,729,0
CUST0000320825,54:01.8,41,Female,60008.59,college,divorced,2,72,two_year,credit_card,Yes,0,67.76,3149.68,3,1,1,1,0,0,0,0,1,5,0,3,1,239.74,28,,0
CUST0000107908,53:59.4,49,Female,59017.76,bachelor,single,2,17,one_year,bank_transfer,Yes,0,73.57,1329.3,1,1,1,1,1,0,1,0,0,8,1,2,0,24.95,18,621,0
CUST0000023611,53:58.3,27,Male,55889.47,master,widowed,1,72,one_year,credit_card,Yes,0,111,5500.28,3,1,1,0,1,0,1,1,1,9,0,2,0,31.74,100,496,0
CUST0000238601,54:00.7,38,Male,20000,high_school,single,0,4,one_year,credit_card,Yes,0,39.04,155.01,2,0,0,0,0,0,0,0,0,9,1,1,0,0,8,651,0
CUST0000305028,54:01.7,86,Female,20000,high_school,married,1,14,one_year,bank_transfer,No,0,59.45,888.15,4,0,0,0,0,0,1,0,1,9,0,2,0,0,19,658,0
CUST0000041220,53:58.4,51,Female,70314.8,college,married,0,29,two_year,electronic_check,Yes,0,90.21,1880.75,4,0,1,0,0,1,0,1,1,1,0,1,1,41.44,4,768,0
CUST0000324291,54:01.8,27,Male,62421.03,college,married,2,4,one_year,credit_card,Yes,1,107.12,461.19,5,1,1,0,0,0,1,1,1,9,1,5,0,21.15,7,555,0
CUST0000198756,53:59.9,53,Female,59755.87,master,divorced,3,58,one_year,electronic_check,Yes,1,82.52,5119.38,2,0,1,1,1,0,0,0,1,8,1,2,0,88.1,48,588,0
CUST0000320234,54:01.8,65,Female,35616.01,college,single,0,20,one_year,electronic_check,No,0,95.27,1226.93,2,1,1,0,0,1,0,0,1,6,0,1,0,30.15,38,516,0
CUST0000495150,54:03.4,44,Male,30441.33,phd,married,0,12,two_year,electronic_check,Yes,0,73.37,882.74,2,1,1,0,0,0,1,1,1,5,1,6,1,37.21,78,735,0
CUST0000666624,54:05.6,22,Female,31325.57,master,married,0,3,one_year,credit_card,Yes,0,81.78,246.97,5,1,1,1,0,1,1,1,1,8,1,2,1,12.05,83,749,0
CUST0000191195,53:59.9,80,Male,38478.77,bachelor,married,1,19,one_year,credit_card,Yes,0,60.61,781.62,4,1,1,1,0,0,1,1,1,7,1,2,0,34.07,14,568,0
CUST0000471967,54:03.3,81,Female,116415.84,bachelor,single,0,24,two_year,electronic_check,Yes,0,129.54,2810.32,4,1,1,0,1,0,1,1,0,9,1,4,2,14.97,38,738,0
CUST0000428745,54:03.0,45,Male,36979.69,bachelor,single,3,41,two_year,credit_card,Yes,0,77.11,3324.36,3,1,1,1,1,0,1,1,1,5,0,1,2,10.68,4,648,0
CUST0000404605,54:02.9,61,Male,53106.91,bachelor,married,1,4,one_year,credit_card,Yes,0,71,271.7,3,0,1,0,1,1,1,1,1,7,0,3,1,19.94,31,707,0
CUST0000443183,54:03.1,39,Male,80448.61,high_school,married,2,25,two_year,mailed_check,No,0,110.53,2089.49,6,1,1,0,1,0,1,1,1,2,0,2,0,,11,724,0
CUST0000203450,54:00.5,40,Male,70734.64,master,married,0,1,one_year,mailed_check,No,0,84.92,87.27,2,1,1,0,1,1,1,1,1,6,0,2,0,18.64,45,691,0
CUST0000668279,54:05.6,46,Female,52286.61,bachelor,married,0,36,one_year,electronic_check,No,0,40.94,1435.82,1,1,0,0,0,0,0,0,0,5,0,0,1,0,20,634,0
CUST0000091844,53:58.7,61,Male,47724.57,high_school,married,1,14,one_year,bank_transfer,Yes,0,99.34,1253.68,3,1,1,0,1,0,0,1,1,,,1,1,56.42,8,766,0
CUST0000257641,54:00.8,70,Male,114537.26,phd,single,2,31,two_year,credit_card,Yes,0,74.62,2477.61,1,1,1,0,0,1,1,1,0,9,,0,0,47.71,7,781,0
CUST0000140656,53:59.6,49,Female,27147,master,divorced,0,10,one_year,mailed_check,Yes,0,81.02,734.63,3,1,0,0,0,0,0,1,1,,0,1,1,0,47,700,1
CUST0000218072,54:00.6,61,Female,44978.34,master,married,1,19,one_year,electronic_check,Yes,0,128.82,2550.25,4,1,1,0,1,0,1,1,1,3,0,3,0,27.99,46,793,0
CUST0000692306,54:05.8,84,Female,95729.89,college,single,3,26,two_year,mailed_check,Yes,0,68.88,1890.82,1,1,1,0,1,0,0,0,0,5,3,4,1,10.97,1,658,0
CUST0000146142,53:59.6,29,Female,58606.14,high_school,single,2,39,one_year,credit_card,Yes,0,81.36,3323.78,3,1,0,0,0,0,0,0,1,6,2,4,0,0,73,,0
CUST0000201922,54:00.5,48,Male,110183.21,college,married,3,71,two_year,credit_card,No,0,87.95,6696.57,3,1,1,0,1,0,1,0,1,9,0,1,0,42.19,26,570,0
CUST0000547348,54:04.3,28,Female,54364.01,high_school,married,3,7,one_year,electronic_check,Yes,0,88.89,428.07,3,1,1,1,1,1,1,1,1,6,0,0,0,27.17,76,594,0
CUST0000709277,54:06.5,18,Male,85904.81,college,divorced,1,34,two_year,electronic_check,Yes,0,104.26,3637.03,1,1,1,0,1,1,1,1,0,3,1,2,0,142.97,23,671,0
CUST0000056593,53:58.5,38,Male,35250.03,bachelor,married,2,24,one_year,credit_card,Yes,1,53.48,858.18,2,1,0,0,0,0,1,1,1,4,1,3,0,0,15,749,0
CUST0000328216,54:01.9,45,Male,75385.39,college,married,1,29,two_year,credit_card,No,0,75.87,2367.46,1,1,1,0,0,1,0,1,1,9,1,3,0,9.1,20,701,0
CUST0000034616,53:58.4,56,Male,28400.71,bachelor,single,0,9,one_year,credit_card,Yes,0,86.93,811.51,1,1,1,1,1,1,1,0,0,7,2,1,1,59.91,75,850,0
CUST0000239770,54:00.7,58,Male,34967.19,high_school,divorced,2,6,one_year,electronic_check,Yes,0,61.17,340.88,1,1,0,0,0,0,0,1,0,9,0,0,0,0,39,704,0
CUST0000526775,54:04.2,37,Female,110023.09,college,widowed,0,33,one_year,credit_card,Yes,1,89.04,2720.44,1,1,1,0,1,0,1,1,1,5,0,2,0,,22,618,0
CUST0000597730,54:04.6,18,Male,32698.73,bachelor,single,1,1,one_year,bank_transfer,Yes,0,66.6,72.36,1,1,1,1,1,1,1,1,1,4,1,2,0,13.65,64,519,1
CUST0000409703,54:02.9,46,Male,78287.52,master,widowed,0,1,two_year,electronic_check,Yes,0,84.87,89.04,1,1,1,0,1,1,1,1,0,8,0,4,0,12.88,17,592,0
CUST0000181499,53:59.8,52,Male,104729.14,bachelor,married,2,72,two_year,electronic_check,No,0,123.11,8515.73,3,1,1,1,0,1,1,1,1,8,0,1,0,24.72,84,801,0
CUST0000668819,54:05.6,27,Other,153782.51,college,single,2,18,one_year,credit_card,No,0,66.78,1289.6,2,0,1,1,0,0,0,1,1,8,0,0,1,40.2,21,805,0
CUST0000445084,54:03.1,41,Female,20000,bachelor,divorced,2,30,two_year,electronic_check,Yes,0,51.53,1478.98,1,1,1,0,1,0,1,1,0,9,0,0,0,10.69,24,776,0
CUST0000199262,53:59.9,44,Female,101666.13,high_school,widowed,1,62,one_year,mailed_check,No,0,101.83,4512.92,4,1,1,0,1,1,1,0,0,4,0,2,0,62.62,42,665,0
CUST0000583136,54:04.5,53,Female,67842.37,bachelor,single,0,23,two_year,electronic_check,No,0,57.81,1243.76,4,0,0,0,0,0,0,1,0,6,1,2,0,0,94,765,0
CUST0000695957,54:05.8,47,Male,66831.09,college,married,1,20,one_year,electronic_check,Yes,1,76.45,1630.22,2,1,0,0,0,0,1,1,1,8,0,1,0,0,32,565,0
CUST0000060988,53:58.6,33,Male,,high_school,single,0,30,two_year,electronic_check,Yes,0,56.17,1848.11,3,0,0,0,0,0,1,0,1,9,1,5,1,0,50,819,0
CUST0000050794,53:58.5,38,Female,63088.08,bachelor,single,1,43,two_year,credit_card,Yes,0,73.53,2040.66,1,1,1,0,1,0,0,1,1,9,0,1,0,42.5,15,544,0
CUST0000141806,53:59.6,32,Male,39587.08,high_school,single,0,7,two_year,credit_card,Yes,0,94.06,652,2,0,1,0,0,0,0,0,0,6,1,3,0,8.71,54,694,0
CUST0000043153,53:58.5,58,Male,82034.36,bachelor,married,0,22,one_year,credit_card,No,0,93.39,2082.26,1,1,1,0,1,0,1,1,0,9,0,2,0,31.85,51,665,0
CUST0000004208,53:58.2,18,Male,26881.17,high_school,married,2,25,one_year,credit_card,Yes,0,106.29,2858.74,3,1,1,1,1,1,1,1,1,3,0,1,0,,19,617,0
CUST0000577594,54:04.5,28,Female,164049.2,college,single,2,12,one_year,credit_card,Yes,0,86.46,1072.73,1,1,1,0,0,1,0,1,1,7,1,2,0,21.53,110,793,0
CUST0000242629,54:00.7,56,Male,37708.51,college,divorced,1,2,two_year,mailed_check,Yes,0,89.47,177.46,2,1,1,1,0,0,0,0,0,9,0,1,0,28.29,15,706,0
CUST0000548345,54:04.3,37,Male,64346.83,bachelor,divorced,0,22,one_year,credit_card,Yes,0,111.94,2426.22,4,1,1,1,0,0,0,0,0,7,0,2,1,17.6,35,820,0
CUST0000019812,53:58.3,55,Male,29841.85,high_school,married,4,42,one_year,credit_card,Yes,0,66.75,2823.71,3,1,1,0,0,0,1,0,1,9,3,2,0,25.6,11,454,0
CUST0000243496,54:00.8,29,Male,26095.5,bachelor,married,1,26,one_year,bank_transfer,Yes,0,59.49,1494.64,1,0,0,0,0,0,0,0,1,5,2,2,2,0,48,703,1
CUST0000002649,53:58.2,38,Male,57987.55,bachelor,single,1,29,month_to_month,credit_card,Yes,1,739.5465651,2319.98,2,1,1,0,1,0,0,1,0,5,,5,1,62.66,20,399,0
CUST0000468180,54:03.2,44,Male,40646.6,phd,married,1,13,one_year,mailed_check,No,0,71.37,838.52,1,1,1,1,0,0,1,1,0,8,0,1,1,30.61,27,679,0
CUST0000652868,54:05.6,43,Female,92001.26,master,single,2,19,month_to_month,credit_card,Yes,0,86.77,1804.87,3,0,1,0,0,1,1,1,1,9,0,0,0,154.08,7,708,0
CUST0000027596,53:58.4,51,Male,54920.63,high_school,widowed,2,25,one_year,credit_card,No,1,65.84,1627.24,1,1,1,1,1,1,0,0,1,8,0,0,3,176.24,16,740,0
CUST0000255047,54:00.8,37,Female,42047.32,college,single,0,49,one_year,mailed_check,Yes,0,150.22,6894.39,6,1,1,0,0,0,1,1,1,9,1,3,0,28.47,12,652,0
CUST0000428567,54:03.0,44,Female,110601.6,college,divorced,0,13,one_year,electronic_check,Yes,0,97.25,1191.1,2,0,1,0,0,0,0,1,1,6,1,1,1,51.72,94,686,0
CUST0000039760,53:58.4,51,Female,37204.29,college,married,0,26,two_year,bank_transfer,Yes,0,101.62,2667.07,6,1,1,0,0,0,1,1,0,9,2,5,0,39.89,45,771,0
CUST0000382436,54:02.2,35,Male,179643.7,bachelor,married,1,39,one_year,electronic_check,Yes,0,101.69,3991.63,1,1,1,0,0,1,0,0,0,8,2,4,1,15.2,37,776,0
CUST0000693140,54:05.8,47,Female,38802.06,high_school,divorced,1,13,one_year,mailed_check,No,1,57.19,712.68,3,1,0,0,0,0,0,1,1,3,1,2,0,0,22,649,0
CUST0000167126,53:59.7,23,Male,98051.99,high_school,divorced,3,23,one_year,credit_card,Yes,0,108.95,1877.9,1,1,1,1,1,0,0,1,0,7,0,0,1,63.82,33,786,0
CUST0000714173,54:06.5,34,Male,37285.43,phd,single,1,4,one_year,bank_transfer,Yes,0,43.9,186.04,1,1,0,0,0,0,0,0,1,9,1,1,1,0,75,739,0
CUST0000434753,54:03.1,28,Female,92689.49,bachelor,married,0,38,one_year,bank_transfer,Yes,0,68.38,2797.13,1,1,1,0,0,0,1,1,0,7,,3,1,18.85,122,745,1
CUST0000098166,53:58.8,46,Female,68740.64,high_school,married,2,12,two_year,electronic_check,Yes,0,105.12,1205.26,5,1,1,0,1,0,0,1,1,3,0,0,0,72.85,59,764,0
CUST0000209954,54:00.6,37,Male,102641.46,master,single,2,7,two_year,credit_card,Yes,1,91,671.61,3,1,1,1,0,1,1,1,1,4,0,0,0,16.61,41,,0
CUST0000437529,54:03.1,27,Male,80957.83,college,divorced,2,9,one_year,bank_transfer,Yes,0,45.99,422.49,1,0,1,0,1,1,1,1,0,3,0,1,0,21.88,1,850,0
CUST0000060558,53:58.6,26,Female,90782.11,bachelor,married,3,11,one_year,electronic_check,No,0,100.06,1092.25,5,1,1,0,1,1,0,1,1,9,0,2,1,28.86,53,613,0
CUST0000525176,54:04.2,33,Male,20000,high_school,single,1,22,one_year,bank_transfer,No,0,123.91,2594.76,3,1,1,0,0,0,1,0,1,6,0,1,0,45.35,3,523,0
CUST0000611571,54:05.3,74,Female,60772.3,high_school,married,2,9,two_year,bank_transfer,Yes,0,67.74,617.7,1,0,1,1,1,0,1,0,0,4,1,1,0,24.93,23,694,0
CUST0000635683,54:05.5,18,Male,52845.54,master,single,1,4,one_year,bank_transfer,Yes,0,123.14,526.67,6,1,1,0,0,0,0,0,0,9,1,2,2,6.83,70,487,0
CUST0000207599,54:00.6,56,Male,31516.01,bachelor,single,3,10,one_year,credit_card,Yes,0,112.78,1111.45,2,1,1,1,0,1,0,0,1,3,2,2,0,13.03,4,706,0
CUST0000115875,53:59.4,34,Female,,bachelor,single,2,10,one_year,bank_transfer,No,1,52.12,541.37,2,0,0,0,0,0,0,1,0,4,2,4,0,0,13,744,1
CUST0000572345,54:04.5,53,Male,,bachelor,married,1,6,one_year,mailed_check,Yes,1,72.07,426.15,5,1,0,0,0,0,0,0,1,9,0,0,0,0,51,656,1
CUST0000442613,54:03.1,27,Female,48178.22,college,single,1,6,two_year,bank_transfer,Yes,0,73.9,411.25,2,0,1,1,0,0,1,1,0,3,1,1,2,48.97,51,,0
CUST0000231669,54:00.7,36,Female,22659.85,master,married,1,1,one_year,credit_card,No,0,104.57,108.48,4,1,1,1,1,0,0,1,0,6,1,0,1,45.6,31,761,0
CUST0000616694,54:05.3,36,Male,26006.35,bachelor,single,0,72,two_year,credit_card,Yes,0,107.73,5368.79,1,1,1,0,0,1,0,1,1,7,1,2,0,47.8,14,664,0
CUST0000080120,53:58.7,41,Female,56156.18,college,single,1,18,two_year,bank_transfer,Yes,0,83.79,1519.41,2,0,1,0,1,0,1,1,0,8,0,0,1,60.99,115,524,0
CUST0000439989,54:03.1,36,Male,57483.44,master,single,0,18,one_year,mailed_check,Yes,0,96.94,1806.86,2,1,1,0,0,0,0,1,0,8,0,2,0,12.4,1,731,0
CUST0000033547,53:58.4,51,Male,86681.23,college,married,1,8,two_year,bank_transfer,Yes,1,59.7,487.49,1,1,0,0,0,0,1,0,0,6,1,1,0,0,55,498,0
CUST0000129844,53:59.5,24,Male,42379.98,bachelor,married,0,46,one_year,mailed_check,Yes,0,99.95,4401.7,3,1,1,0,1,0,1,1,0,4,1,2,0,27.14,27,784,0
CUST0000426158,54:03.0,48,Male,20936.97,college,married,0,16,two_year,mailed_check,No,1,80.1,1382.04,2,1,1,1,1,1,1,1,1,5,1,4,0,38.94,44,680,0
CUST0000127389,53:59.5,63,Female,20000,master,single,0,1,one_year,electronic_check,Yes,0,80.92,85.08,2,1,1,0,0,0,1,1,1,8,0,3,0,47.02,143,850,0
CUST0000507236,54:04.1,45,Female,122986.53,master,single,1,72,one_year,electronic_check,No,0,89.92,5971.72,2,1,1,1,1,1,1,1,1,9,1,2,0,36.11,8,619,0
CUST0000152392,53:59.6,56,Female,87141.14,bachelor,married,1,4,one_year,mailed_check,Yes,1,45.49,169.6,1,0,0,0,0,0,1,1,0,4,1,2,0,0,122,775,0
CUST0000064975,53:58.6,31,Male,58104.3,college,divorced,1,29,one_year,electronic_check,Yes,0,42.92,1224.41,1,0,0,0,0,0,0,0,1,2,0,0,2,,5,496,0
CUST0000442247,54:03.1,38,Male,94050.51,master,married,0,1,two_year,bank_transfer,Yes,0,91.9,98.25,1,1,1,0,0,0,1,1,1,9,0,0,1,,6,732,0
CUST0000583044,54:04.5,44,Female,141053.23,college,married,0,31,two_year,electronic_check,Yes,0,64.85,2095.85,1,1,0,0,0,0,0,1,0,3,2,3,0,0,71,844,0
CUST0000045748,53:58.5,35,Female,65792.7,master,married,2,9,one_year,bank_transfer,Yes,0,70.46,688.58,2,1,1,0,1,0,0,0,0,4,1,3,1,36.53,55,698,0
CUST0000517497,54:04.1,36,Male,61216.67,college,single,4,7,one_year,mailed_check,Yes,1,92.11,655.07,3,1,1,0,1,0,1,1,0,7,0,1,1,11.2,96,584,1
CUST0000396673,54:02.3,70,Male,68824.92,phd,divorced,1,24,one_year,credit_card,Yes,0,66.85,1651.6,1,1,1,1,0,1,1,1,0,2,2,3,1,28.81,63,726,0
CUST0000681465,54:05.7,42,Female,68661.3,bachelor,married,1,29,two_year,bank_transfer,Yes,0,80.29,2345.51,2,1,1,0,0,0,0,0,1,5,2,3,0,31.11,1,,0
CUST0000596800,54:04.6,62,Female,,college,single,1,17,one_year,bank_transfer,No,1,114.81,2144.54,3,1,1,0,1,0,0,1,0,2,2,2,0,164.02,59,698,0
CUST0000148441,53:59.6,50,Female,42784.97,master,married,0,53,two_year,credit_card,Yes,0,54.75,2193.42,2,1,0,0,0,0,0,1,1,6,,3,0,0,18,739,0
CUST0000703397,54:06.5,29,Female,53526.74,high_school,married,1,2,two_year,credit_card,Yes,0,86.64,185.51,2,1,1,1,0,0,0,1,0,8,1,1,1,15.83,19,691,0
CUST0000206123,54:00.5,75,Female,121770.01,college,married,1,42,one_year,credit_card,Yes,0,54.41,2288.93,1,1,1,1,0,1,1,1,1,7,0,1,0,79.48,31,771,0
CUST0000043199,53:58.5,30,Male,101377.69,bachelor,single,0,9,two_year,credit_card,No,1,38.9,358.01,1,1,0,0,0,0,0,0,0,8,,2,1,0,5,602,0
CUST0000072583,53:58.6,38,Male,83470.31,high_school,married,0,53,one_year,electronic_check,Yes,0,73.42,4008.73,3,1,1,1,0,0,0,1,1,8,0,1,0,23.2,7,725,0
CUST0000701671,54:06.4,56,Female,53587.05,high_school,married,1,69,one_year,electronic_check,Yes,0,75.46,5555.97,3,1,1,0,0,1,1,0,1,6,1,2,1,78.01,51,654,0
CUST0000113008,53:59.4,38,Male,31110.09,high_school,married,0,19,one_year,credit_card,Yes,0,87.28,1659.36,1,1,1,1,0,0,1,0,0,8,0,0,1,69.28,80,693,0
CUST0000481155,54:03.3,27,Female,63408.92,bachelor,married,1,1,one_year,credit_card,Yes,1,100.08,95.36,2,1,1,0,0,1,0,1,0,3,0,2,0,12.91,76,826,0
CUST0000631544,54:05.4,44,Female,62659.35,master,widowed,0,12,two_year,mailed_check,No,0,138.35,1794.65,6,1,1,1,1,0,1,1,0,2,0,1,1,35.52,3,711,0
CUST0000515180,54:04.1,51,Male,23458.9,college,widowed,1,46,two_year,credit_card,Yes,1,122.55,5606.7,5,1,1,1,0,0,0,1,0,8,0,1,0,94.78,51,801,0
CUST0000305604,54:01.7,58,Male,163783.71,high_school,widowed,4,11,one_year,bank_transfer,Yes,0,104.31,1249.75,4,1,1,0,1,0,0,1,1,5,1,2,0,28.59,25,515,0
CUST0000718050,54:06.5,62,Male,68325.65,master,single,1,49,two_year,electronic_check,Yes,0,97.77,5101.77,1,1,1,1,0,0,0,1,1,8,1,1,0,14.8,103,669,0
CUST0000223886,54:00.6,43,Male,56663.17,bachelor,divorced,1,10,two_year,bank_transfer,Yes,1,130.03,1290.97,5,1,1,1,0,0,0,1,0,3,1,2,0,42.56,38,616,0
CUST0000280900,54:01.0,46,Female,49181.35,college,married,1,5,one_year,bank_transfer,Yes,0,80.91,431.81,3,1,1,0,0,0,0,1,0,3,0,0,0,42.74,75,694,1
CUST0000705674,54:06.5,56,Female,21611.97,college,single,0,17,one_year,electronic_check,No,1,69.96,1262.79,2,1,1,1,1,0,0,0,0,8,0,2,0,199.03,1,737,0
CUST0000411753,54:02.9,84,Male,57897.21,college,married,2,10,one_year,mailed_check,No,1,75.02,758.65,2,1,1,0,1,1,1,1,0,8,0,0,0,16.39,1,604,1
CUST0000017932,53:58.3,61,Male,90066.63,high_school,single,1,5,two_year,credit_card,Yes,1,75.93,374.705737,4,1,0,0,0,0,0,0,0,2,,1,1,0,1,713,0
CUST0000481055,54:03.3,18,Male,33622.91,high_school,divorced,0,6,one_year,electronic_check,Yes,0,82.38,535.18,1,1,1,0,0,0,1,1,1,6,1,3,2,74.23,30,608,0
CUST0000540441,54:04.3,48,Other,23461.29,bachelor,married,0,3,one_year,credit_card,Yes,0,89.39,247.88,2,1,1,0,0,0,1,1,1,5,1,3,0,62.59,55,771,0
CUST0000559379,54:04.4,34,Male,50493.87,bachelor,single,0,14,one_year,credit_card,Yes,0,117.19,1610.39,3,1,1,1,0,1,0,1,1,9,0,1,0,43,12,716,0
